link,name,year_of_birth,year_of_death,date_of_death,timestamp_of_death,median_views,median_views_before,median_views_after,median_share,median_share_before,median_share_after,max_views,max_share,max_change_before_views,max_change_before_share,median_views_bin2,median_views_before_bin2,median_views_after_bin2,median_share_bin2,median_share_before_bin2,median_share_after_bin2,max_views_bin2,max_share_bin2,max_change_before_views_bin2,max_change_before_share_bin2,median_views_bin3,median_views_before_bin3,median_views_after_bin3,median_share_bin3,median_share_before_bin3,median_share_after_bin3,max_views_bin3,max_share_bin3,max_change_before_views_bin3,max_change_before_share_bin3,pageid,description,canonical,display,thumbnail_source,thumbnail_width,thumbnail_height,extract_html
/wiki/Terry_Wogan,Terry Wogan,1938,2016,January 31,20160131,675,509.5,703,0.0000026627535818115196,0.000002038399608565167,0.000002749474380302285,474806,0.0017457726573930665,931.9057899901865,856.4427946598355,1369.5,1069,1403,0.0000027360085769479776,0.0000021774643810467784,0.0000028282658920541466,655456,0.001185730969062358,613.1487371375117,544.5466660135852,4947,3873,5086.5,0.0000028091743343384146,0.000002263280367363951,0.0000028614536113733425,772498,0.00041821116261061213,199.4572682674929,184.78097925521433,233249,Irish radio and television broadcaster,Terry_Wogan,Terry Wogan,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Terry_Wogan_at_Cheltenham_Literature_Festival.jpg/222px-Terry_Wogan_at_Cheltenham_Literature_Festival.jpg,222,320,"<p><b>Sir Michael Terence Wogan</b>, better known as <b>Terry Wogan</b>, was an Irish radio and television broadcaster who worked for the BBC in the UK for most of his career. Before he retired in 2009, his BBC Radio 2 weekday breakfast programme <i>Wake Up to Wogan</i> had eight million regular listeners, making him the most listened-to radio broadcaster in Europe.</p>"
/wiki/Antonin_Scalia,Antonin Scalia,1936,2016,February 13,20160213,1647.5,1362,1711.5,0.000006442766604888495,0.000005287087907351732,0.000006765363080568307,934798,0.00362418811741475,686.3421439060205,685.4790729647774,3294,2678,3512,0.000006430690033636915,0.00000527048251298273,0.000006844774739493409,1569067,0.003154493575914937,585.9100074682599,598.5208314693203,12153,10218.5,12400.5,0.000006693255633067793,0.000005813062997238424,0.0000069796707582735665,2444531,0.0013377737745852928,239.22601164554484,230.13233732729555,166514,former Associate Justice of the Supreme Court of the United States,Antonin_Scalia,Antonin Scalia,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Antonin_Scalia_Official_SCOTUS_Portrait_crop.jpg/253px-Antonin_Scalia_Official_SCOTUS_Portrait_crop.jpg,253,320,"<p><b>Antonin Gregory Scalia</b> was an Associate Justice of the Supreme Court of the United States from 1986 until his death in 2016. Appointed to the Court by President Ronald Reagan in 1986, Scalia was described as the intellectual anchor for the originalist and textualist position in the Court's conservative wing.</p>"
/wiki/Nancy_Reagan,Nancy Reagan,1921,2016,March 6,20160306,2493.5,3367,2217,0.000009977316281919149,0.00001347912683686801,0.000008757996180022193,561399,0.0021527218447658088,166.73566973566975,159.70781125656444,5063,6722,4465.5,0.000010004656776108506,0.000013429045368543896,0.00000873311431183641,1055017,0.001982849209579783,156.9498661112764,147.65377248813198,18102,23662,15630,0.000010389958062599754,0.000013224218103836822,0.000008851453714508305,1703530,0.0009649431792183949,71.99433691150368,72.96788147636722,21181,actress and first lady of the United States,Nancy_Reagan,Nancy Reagan,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Nancy_Reagan.jpg/256px-Nancy_Reagan.jpg,256,320,"<p><b>Nancy Davis Reagan</b> was an American film actress and the wife of Ronald Reagan, the 40th President of the United States. She served as the First Lady of the United States from 1981 to 1989.</p>"
/wiki/Johan_Cruyff,Johan Cruyff,1947,2016,March 24,20160324,1680,1440,1771,0.000006717410617992828,0.000005805192336612666,0.0000070489802161176105,450986,0.001929667429037326,313.1847222222222,332.4037029517765,3398,2876,3566,0.000006700632592065383,0.000005683391319278772,0.000007173108554885644,674566,0.0014478855058316967,234.55006954102922,254.75731381020492,11897,10485.5,12563,0.000006802854214796279,0.00000599495885582189,0.000007109991733338078,916097,0.0005389756854222745,87.36798435935339,89.90481809543338,26276416,Dutch association football player,Johan_Cruyff,Johan Cruyff,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Ajax-selectie_presenteert_zich_aan_de_pers%2C_nummer_15_Heinz_Stuy%2C_nummer_16_Ruud_Krol%2C_nummer_13_Johan_Cruyff%2C_nummer_14_Wim_Suurbier_%28allen_koppen%29.jpg/240px-Ajax-selectie_presenteert_zich_aan_de_pers%2C_nummer_15_Heinz_Stuy%2C_nummer_16_Ruud_Krol%2C_nummer_13_Johan_Cruyff%2C_nummer_14_Wim_Suurbier_%28allen_koppen%29.jpg,240,320,"<p><b>Hendrik Johannes</b> &quot;<b>Johan</b>&quot; <b>Cruijff</b> <small>OON</small> was a Dutch professional football player and coach. As a player, he won the Ballon d'Or three times, in 1971, 1973, and 1974. Cruyff was the most famous exponent of the football philosophy known as Total Football explored by Rinus Michels, and is widely regarded as one of the greatest players in football history. In the late 1960s and early 1970s, Dutch football rose from obscurity to become a powerhouse in the sport. Cruyff led the Netherlands to the final of the 1974 FIFA World Cup and received the Golden Ball as player of the tournament. At the 1974 finals, he executed a feint that subsequently was named after him, the &quot;Cruyff Turn&quot;, a move widely replicated in the modern game.</p>"
/wiki/Garry_Shandling,Garry Shandling,1949,2016,March 24,20160324,1586.5,543,1940,0.000006207703977553457,0.000002199059613942899,0.000007744476974617616,641884,0.0027645302198615186,1182.1068139963168,1257.1420084900449,3244,1114,4014,0.000006305827186375153,0.0000022340448066873014,0.000007890298909868176,1084360,0.0023274655513376877,973.3931777378815,1041.816862567279,11548,3784.5,14532,0.000006610666934450695,0.0000022768869221388384,0.0000081054445449461,1478661,0.000869954083445515,390.7150217994451,382.08049551635463,635632,American stand-up comedian,Garry_Shandling,Garry Shandling,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/GarryShandlingApr2011.jpg/235px-GarryShandlingApr2011.jpg,235,320,"<p><b>Garry Emmanuel Shandling</b> was an American stand-up comedian, actor, director, writer, and producer. He was best known for his work in <i>It's Garry Shandling's Show</i> and <i>The Larry Sanders Show</i>.</p>"
/wiki/Patty_Duke,Patty Duke,1946,2016,March 29,20160329,2166,1760,2277,0.00000855446052544328,0.000007021713404141059,0.00000900958560870411,696374,0.0027267678021777484,395.6670454545455,388.333679436366,4359.5,3592.5,4635,0.000008614844228916273,0.000007105301878331598,0.000009213116735557452,1216043,0.002418303262646462,338.4949199721642,340.3519377581049,15627.5,13912.5,16298,0.000008798792430729047,0.0000076601452260335,0.000009389660141971316,1534595,0.0008975206789502521,110.30332434860736,117.16758004795653,575345,American actress,Patty_Duke,Patty Duke,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Patty_Duke_%281962%29_-_1.JPG/224px-Patty_Duke_%281962%29_-_1.JPG,224,320,"<p><b>Anna Marie</b> &quot;<b>Patty</b>&quot; <b>Duke</b> was an American actress, appearing on stage, film, and television. Her first big break came from her Academy Award winning performance at age 16 for portraying Helen Keller in <i>The Miracle Worker</i> (1962); a role which she had originated on Broadway. The following year she was given her own show, <i>The Patty Duke Show,</i> in which she played &quot;identical cousins&quot; Cathy and Patty Lane. She later progressed to more mature roles such as that of Neely O'Hara in the film <i>Valley of the Dolls</i> (1967). Over the course of her career, she received ten Emmy Award nominations and three Emmy Awards, and two Golden Globe Awards. Duke also served as president of the Screen Actors Guild from 1985 to 1988.</p>"
/wiki/Zaha_Hadid,Zaha Hadid,1950,2016,March 31,20160331,1701,1205.5,1793,0.000006690005358023863,0.000004676891109885918,0.000007095854572536092,828427,0.002888097826265437,687.2061385317296,617.5251376198677,3406,2421,3606.5,0.000006701375188815848,0.000004759060541930851,0.000007149055768970126,914574,0.0017227313819469677,377.76703841387854,361.98980171998807,12049,8733,12650,0.000006902679202564343,0.000004972824768142942,0.0000073119326364898405,888812,0.0005109789670219828,101.77625100194663,102.75426761373767,513402,Iraqi-British architect,Zaha_Hadid,Zaha Hadid,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Zaha_Hadid_in_Heydar_Aliyev_Cultural_center_in_Baku_nov_2013.jpg/320px-Zaha_Hadid_in_Heydar_Aliyev_Cultural_center_in_Baku_nov_2013.jpg,320,312,<p>Dame <b>Zaha Mohammad Hadid</b> was an Iraqi-British architect.</p>
/wiki/Merle_Haggard,Merle Haggard,1937,2016,April 6,20160406,1803,1497,1903,0.000007184967466166088,0.0000060395861365504785,0.00000765502526320836,451347,0.0017562186887540925,301.501002004008,290.7846082574725,3633.5,3072.5,3833,0.0000072531357816071474,0.0000061066850706014745,0.000007771316595477601,833202,0.0016433786253667439,271.1804719283971,269.1114092780423,13039,10766,13788,0.000007477159469932075,0.000006193359640534641,0.000007897690776404094,1128348,0.0006452135625481883,104.80661341259521,104.17828125551745,169941,"American country music song writer, singer and musician",Merle_Haggard,Merle Haggard,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Merle_Haggard_in_1971.jpg/253px-Merle_Haggard_in_1971.jpg,253,320,"<p><b>Merle Ronald Haggard</b> was an American country singer, songwriter, guitarist, and fiddler. Along with Buck Owens, Haggard and his band the Strangers helped create the Bakersfield sound, which is characterized by the twang of Fender Telecaster and the unique mix with the traditional country steel guitar sound, new vocal harmony styles in which the words are minimal, and a rough edge not heard on the more polished Nashville sound recordings of the same era.</p>"
/wiki/Doris_Roberts,Doris Roberts,1925,2016,April 17,20160417,1469,1337,1588,0.000005852078108451246,0.000005267419826772372,0.000006248368263348646,615986,0.002441145304249628,460.72251308900525,463.4423274640418,2969,2673,3190,0.000005926086426285751,0.000005285390659014579,0.0000062970568092019925,718730,0.001428354809431796,268.8851477740367,270.2458345241981,10427,9266,11244,0.00000591424625928387,0.000005274951671098705,0.00000629718824965102,914592,0.0005247053881410854,98.70407943017483,99.47112710357706,361885,American actress,Doris_Roberts,Doris Roberts,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/DorisRobertsApr2011.jpg/199px-DorisRobertsApr2011.jpg,199,320,"<p><b>Doris Roberts</b> was an American actress, author, and philanthropist whose career spanned six decades of television. She appeared as a guest on many talk and variety shows, along with appearing as a panelist on several game shows. She was an advocate of animal rights and animal-rights activism, supporting groups such as the United Activists for Animal Rights. Doris Roberts also studied acting at The Neighborhood Playhouse School of the Theatre in New York City.</p>"
/wiki/Chyna,Chyna,1969,2016,April 20,20160420,4207.5,4174.5,4216,0.00001647222528588826,0.000016663830514897813,0.00001641436828430399,1480312,0.00569058936110138,354.6082165528806,341.49347330518475,8452,8427,8455.5,0.000016512912881355287,0.000016684932527258133,0.000016391569430594348,1483927,0.002904047425771817,176.09196629880148,174.05209287046753,30329,30428.5,30307.5,0.000016865736405512238,0.00001679672188051713,0.00001677337416795334,2469080,0.0014019952013184093,81.1436646564898,83.46838218144296,690102,"American professional wrestler, actress, glamour model, bodybuilder, pornographic  actress",Chyna,Chyna,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Chyna_at_Slim-Fast_Fashion_Show_1.jpg/258px-Chyna_at_Slim-Fast_Fashion_Show_1.jpg,258,320,"<p><b>Chyna</b> was an American professional wrestler, glamour model, pornographic film actress, and bodybuilder.</p>"
/wiki/Prince_(musician),Prince (musician),1958,2016,April 21,20160421,9070,8049,9526,0.00003613144025330996,0.00003263278060528398,0.00003724070771320309,5808147,0.022327576568934724,721.5985836749907,684.206989254216,18467,16298,19102,0.00003676165912772441,0.00003316498416131412,0.00003771276530304847,11273896,0.022139993511197817,691.7349368020616,667.571357896905,66192,60918.5,68676,0.00003726069492949417,0.00003558879608041609,0.000038496225566227594,16561273,0.009399444043599438,271.8595008084572,264.11244770293854,57317,"American singer, songwriter, musician and actor",Prince_(musician),Prince (musician),https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Prince.jpg/240px-Prince.jpg,240,320,"<p><b>Prince Rogers Nelson</b> was an American singer, songwriter, musician, record producer and filmmaker.</p>"
/wiki/Muhammad_Ali,Muhammad Ali,1942,2016,June 3,20160603,13145.5,14927.5,12374,0.00005181801145984292,0.00005945868119020828,0.00004786231414779821,4395198,0.019224342900008493,294.4363088259923,323.32272622243056,26709,30289,24842,0.00005245351283671287,0.000060965536296082524,0.00004861748389924618,4542596,0.009818112656745369,149.9751064742976,161.0436527460885,97958,111110,89688,0.00005381327572971275,0.00006298255575006869,0.000049911831299702,8533375,0.005045549781013783,76.80114301143011,80.1102737246143,63747,"American boxer, philanthropist and activist",Muhammad_Ali,Muhammad Ali,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Muhammad_Ali_NYWTS.jpg/256px-Muhammad_Ali_NYWTS.jpg,256,320,"<p><b>Muhammad Ali</b> was an American professional boxer, activist, and philanthropist. He is widely regarded as one of the most significant and celebrated sports figures of the 20th century. From early in his career, Ali was known as an inspiring, controversial, and polarizing figure both inside and outside the ring.</p>"
/wiki/Gordie_Howe,Gordie Howe,1928,2016,June 10,20160610,1021.5,1084,1005.5,0.000004032521201019404,0.0000042424248549596045,0.000003931645159393387,310501,0.0013348113509240411,286.440036900369,314.6340587184663,2073,2162.5,2043,0.000004098057391186361,0.000004335320768504454,0.000003996505720119973,483730,0.001051844093530108,223.6901734104046,242.62197648017644,7596,8097,7348,0.000004205239781482984,0.000004638773657111278,0.000004101370029668191,715358,0.0004195397418230742,88.34852414474497,90.44195143686657,141390,Canadian ice hockey player,Gordie_Howe,Gordie Howe,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Gordie_Howe_Chex_card.jpg/240px-Gordie_Howe_Chex_card.jpg,240,320,"<p><b>Gordon Howe</b> was a Canadian professional ice hockey player. From 1946 to 1980, he played twenty-six seasons in the National Hockey League (NHL) and six seasons in the World Hockey Association (WHA); his first 25 seasons were spent with the Detroit Red Wings. Nicknamed &quot;Mr. Hockey&quot;, Howe is considered the most complete player to ever play the game and one of the greatest ice hockey players of all time. A 23-time NHL All-Star, he held many of the sport's career scoring records until they were broken in the 1980s by Wayne Gretzky, who himself has been a major champion of Howe's legacy. He continues to hold NHL records for most games and seasons played. In 2017, Howe was named one of the &quot;100 Greatest NHL Players&quot;.</p>"
